EntityIdx,SiteLocation
Site-6683,POINT(5408.15843764782 5077.41707179286)
Site-6684,POINT(5024.89914700733 4848.01838284662)
Site-6685,POINT(5494.2812080074 7056.76068384624)
Site-6686,POINT(3607.44747455336 4372.47961413374)
Site-6687,POINT(3870.10336400032 5100.9947952456)
Site-6688,POINT(5876.23924393407 4389.97358610542)
Site-6689,POINT(3554.17251873722 4194.79743210775)
Site-6690,POINT(4791.77496629888 6525.82061763511)
Site-6691,POINT(5400.35109551622 4721.33482635233)
Site-6692,POINT(6174.44671159996 5030.5110542652)
Site-6693,POINT(4638.41935969111 4946.4642288107)
Site-6694,POINT(3749.22289384723 4203.75825786414)
Site-6695,POINT(5624.37883663592 7022.54029391659)
Site-6696,POINT(4696.76790307654 4368.75085753864)
Site-6697,POINT(4618.98053824607 4769.61332544425)
Site-6698,POINT(4844.81761422975 4186.40779263653)
Site-6699,POINT(4949.96912222641 4258.4263385137)
Site-6700,POINT(4984.34851560656 4556.4829434437)
Site-6701,POINT(5022.19453772628 6362.03902963848)
Site-6702,POINT(5741.71465396574 4468.44976050186)
Site-6703,POINT(4604.19027596684 4637.24453297617)
Site-6704,POINT(3993.80449941032 4526.84065765431)
Site-6705,POINT(5551.34081086361 5125.67684595686)
Site-6706,POINT(4883.63340917573 6770.68277327494)
Site-6707,POINT(5519.43278732327 6855.88082499027)
Site-6708,POINT(4432.10234487437 7416.44990883723)
Site-6709,POINT(5722.21168365939 4479.30152208298)
Site-6710,POINT(4431.89685897639 7146.02042394382)
Site-6711,POINT(5579.4964140762 5190.14458687262)
Site-6712,POINT(5074.95023304995 6839.85936041134)
Site-6713,POINT(4827.68732388216 4266.55609747195)
Site-6714,POINT(5410.99574162464 6999.4696746888)
Site-6715,POINT(4572.66904483802 5587.51861305337)
Site-6716,POINT(5539.12458671564 6594.37287160478)
Site-6717,POINT(5605.37752876819 6700.70829636032)
Site-6718,POINT(5670.9259472884 4788.29340952526)
Site-6719,POINT(5610.78165284767 7193.78038204305)
Site-6720,POINT(3527.58188494763 4824.25545285816)
Site-6721,POINT(4132.53074883061 4838.35231703147)
Site-6722,POINT(4960.37688250274 5766.38062035696)
Site-6723,POINT(4519.25419228843 7035.7835554687)
Site-6724,POINT(4740.76797375089 5143.98037137961)
Site-6725,POINT(5355.64780991507 7064.49230289912)
Site-6726,POINT(3607.44747455336 4334.48552113273)
Site-6727,POINT(5403.83518200444 6330.71730778809)
Site-6728,POINT(4766.50135347499 6156.80242901142)
Site-6729,POINT(4702.74481857171 4297.02924081025)
Site-6730,POINT(4297.16934928691 4637.02274856544)
Site-6731,POINT(4452.67294851371 6875.09371298774)
Site-6732,POINT(5291.02777050431 6170.85768106518)
Site-6733,POINT(4631.28139621101 4551.43940190908)
Site-6734,POINT(4702.74481857171 4241.30206013389)
Site-6735,POINT(4149.79076199945 5123.2322531071)
Site-6736,POINT(4960.37688250274 5723.9977109806)
Site-6737,POINT(5636.53457670322 7012.91705347742)
Site-6738,POINT(4279.40239465403 5137.16140901639)
Site-6739,POINT(4097.78390809957 4520.3576316504)
Site-6740,POINT(5443.21513316177 6999.4696746888)
Site-6741,POINT(4607.47294754656 4568.25587832055)
Site-6742,POINT(4715.13714576541 4227.3702649648)
Site-6743,POINT(5267.63706347929 6259.17827928875)
Site-6744,POINT(3625.94718918933 4655.27119703065)
Site-6745,POINT(4002.85401485187 4826.93277813762)
Site-6746,POINT(4114.95177274946 4506.59363138334)
Site-6747,POINT(4904.82110504284 6414.97029362331)
Site-6748,POINT(4467.42742882779 6855.46865017386)
Site-6749,POINT(5398.13818909728 4871.89734053378)
Site-6750,POINT(4736.69643678942 4368.75085753864)
Site-6751,POINT(3540.75763042527 4524.14894323471)
Site-6752,POINT(4752.31412734654 4297.02924081025)
Site-6753,POINT(5258.55013148679 6514.0760726804)
Site-6754,POINT(3527.58188494763 4824.25545285816)
Site-6755,POINT(3545.38730029105 4280.15339281478)
Site-6756,POINT(4097.78390809957 4520.3576316504)
Site-6757,POINT(4201.48124662477 4693.45275759905)
Site-6758,POINT(5395.8384397638 4986.91772083159)
Site-6759,POINT(3576.25542572002 4194.79743210775)
Site-6760,POINT(6022.9705776765 4453.81320531604)
Site-6761,POINT(5503.90521956689 6893.40632279774)
Site-6762,POINT(6126.98567018925 4437.11609549933)
Site-6763,POINT(4047.35929595945 5417.43503981654)
Site-6764,POINT(4918.83601802349 4201.37834274532)
Site-6765,POINT(4010.925913827 4854.46208776899)
Site-6766,POINT(5753.4391522156 4369.52117365268)
Site-6767,POINT(6163.14516686607 4447.97028720137)
Site-6768,POINT(4435.41040491125 5870.94864378876)
Site-6769,POINT(5601.63993523445 4921.33507384726)
Site-6770,POINT(5655.85220094324 5173.4272854075)
Site-6771,POINT(5414.68448133773 4996.12331069201)
Site-6772,POINT(4772.8234802515 6273.5761699746)
Site-6773,POINT(4716.24536578125 6778.11960250826)
Site-6774,POINT(4770.79921043601 4201.37834274532)
Site-6775,POINT(4881.82681612662 4201.37834274532)
Site-6776,POINT(5366.53218520017 6808.2796868413)
Site-6777,POINT(4396.21195827944 4846.93310696316)
Site-6778,POINT(4803.40643489408 4534.64841023462)
Site-6779,POINT(4004.08934898665 4759.23387448862)
Site-6780,POINT(5539.12458671564 6633.80629057669)
Site-6781,POINT(5182.97574184729 6706.39693124304)
Site-6782,POINT(4817.81435881259 4551.26508192856)
Site-6783,POINT(4250.72451779421 4740.96591415981)
Site-6784,POINT(3870.10336400032 5136.1024561194)
Site-6785,POINT(5724.91883551547 4679.94773443351)
Site-6786,POINT(4052.80351979445 4956.89750471236)
Site-6787,POINT(5890.03650359205 4967.51831656692)
Site-6788,POINT(4832.22228273111 4534.64841023462)
Site-6789,POINT(4825.46771581052 6835.41172040329)
Site-6790,POINT(4458.24991125844 6953.07341677151)
Site-6791,POINT(5506.94610097316 5025.76118013657)
Site-6792,POINT(4997.23739386577 6599.91955315334)
Site-6793,POINT(5211.945392704 4874.7654730605)
Site-6794,POINT(4756.05433221583 5182.66244322172)
Site-6795,POINT(5566.50153353892 5112.93239343437)
Site-6796,POINT(4903.56895340644 7023.4441313861)
Site-6797,POINT(5724.16715653136 6588.95571633738)
Site-6798,POINT(5845.53922100445 4369.52117365268)
Site-6799,POINT(5647.47413976127 7072.86948445212)
Site-6800,POINT(5369.07625485586 6886.60861862128)
Site-6801,POINT(4972.16943744633 4266.47978605422)
Site-6802,POINT(5354.36805370629 6748.55366602819)
Site-6803,POINT(4927.55350031042 4442.51359726265)
Site-6804,POINT(5483.48477159131 4929.77738828477)
Site-6805,POINT(5020.12361439751 6817.62883414271)
Site-6806,POINT(6163.14516686607 4426.26190379729)
Site-6807,POINT(4715.92078649006 6238.56631556006)
Site-6808,POINT(5255.50338563197 6185.42987897202)
Site-6809,POINT(5121.06295918678 6759.63562028789)
Site-6810,POINT(4733.79000853914 4171.43724252773)
Site-6811,POINT(4659.13854709347 4816.81407660428)
Site-6812,POINT(5483.48477159131 4891.64361357546)
Site-6813,POINT(4838.31886139775 4624.47058465317)
Site-6814,POINT(4839.58086550485 6770.68277327494)
Site-6815,POINT(4906.72775524225 4431.8296818574)
Site-6816,POINT(5108.57585071588 5331.30901385568)
Site-6817,POINT(5053.68998603782 6352.24009464125)
Site-6818,POINT(5837.54931655007 4449.48297061066)
Site-6819,POINT(5888.03523069583 4677.67185082353)
Site-6820,POINT(4873.15568450783 4266.55609747195)
Site-6821,POINT(5179.67702692972 6344.36843863765)
Site-6822,POINT(5503.90521956689 6928.83333633229)
Site-6823,POINT(4807.80841233288 4201.37834274532)
Site-6824,POINT(5452.99284042013 4512.66995572087)
Site-6825,POINT(5680.73137372341 4672.35058071704)
Site-6826,POINT(5428.72801904199 6919.97658294866)
Site-6827,POINT(4242.82970690268 4965.13393144428)
Site-6828,POINT(5644.19980243397 4435.89447575851)
Site-6829,POINT(4494.05455059126 7164.9676371935)
Site-6830,POINT(6001.83307910701 4924.2974781728)
Site-6831,POINT(5182.97574184729 6759.63562028789)
Site-6832,POINT(4937.04011678241 6247.01895676662)
Site-6833,POINT(5284.88010906185 6953.90898521902)
Site-6834,POINT(5551.34081086361 5125.67684595686)
Site-6835,POINT(4376.17806296085 7065.6916169479)
Site-6836,POINT(4013.88818749859 4518.08634724673)
Site-6837,POINT(5355.64780991507 7040.18009892238)
Site-6838,POINT(5153.76572509806 4548.95295592794)
Site-6839,POINT(5194.30464011263 6431.85294677651)
Site-6840,POINT(4548.30528361065 7238.62497533397)
Site-6841,POINT(5651.611508692 4725.20044951413)
Site-6842,POINT(4284.98460455516 6847.0323217561)
Site-6843,POINT(4883.16178838662 6502.81901834144)
Site-6844,POINT(3893.57885467249 4512.00223298363)
Site-6845,POINT(4616.20984263879 4958.06289849829)
Site-6846,POINT(4735.20300128006 6643.84828469864)
Site-6847,POINT(4252.43615996316 7424.79410464104)
Site-6848,POINT(5194.30464011263 6507.29485289906)
Site-6849,POINT(4949.96912222641 4258.4263385137)
Site-6850,POINT(4436.01487645458 7342.51888600081)
Site-6851,POINT(5745.57506199801 4671.22644168387)
Site-6852,POINT(4416.4627263667 7146.02042394382)
Site-6853,POINT(4230.80030707714 7417.07882031289)
Site-6854,POINT(5662.92627114443 4813.0824867535)
Site-6855,POINT(5337.45419125348 6929.62901233762)
Site-6856,POINT(5184.0685457241 6526.1553294297)
Site-6857,POINT(5979.63958413277 4453.81320531604)
Site-6858,POINT(5395.8384397638 4986.91772083159)
Site-6859,POINT(4697.28773028244 6778.11960250826)
Site-6860,POINT(5620.88320752571 6519.96254575262)
Site-6861,POINT(5591.03335390297 7116.80226235728)
Site-6862,POINT(5410.25920577055 4881.55996413308)
Site-6863,POINT(5722.21168365939 4435.89447575851)
Site-6864,POINT(5361.77513907748 4881.55996413308)
Site-6865,POINT(5814.83919807483 4379.74737987905)
Site-6866,POINT(5035.93162670813 6196.56516986119)
Site-6867,POINT(4526.35711810767 7230.760068375)
Site-6868,POINT(4704.83173516402 7235.55259733509)
Site-6869,POINT(5914.37567955278 4579.19057995039)
Site-6870,POINT(4617.87148139283 5547.68366269949)
Site-6871,POINT(4548.30528361065 7238.62497533397)
Site-6872,POINT(3644.70231457288 4334.48552113273)
Site-6873,POINT(4803.40643489408 4534.64841023462)
Site-6874,POINT(5919.61501728818 4795.29003476079)
Site-6875,POINT(5353.26522305467 6908.11881547945)
Site-6876,POINT(4909.48712188871 5723.9977109806)
Site-6877,POINT(5629.20184818448 6625.54021558735)
Site-6878,POINT(5753.22603097483 6539.75181467243)
Site-6879,POINT(5202.70137514862 5387.67289412022)
Site-6880,POINT(3934.35133758811 4907.76103211939)
Site-6881,POINT(5427.1054373932 7028.61649432509)
Site-6882,POINT(5514.34546304593 7102.37277180188)
Site-6883,POINT(4752.31412734654 4241.30206013389)
Site-6884,POINT(3527.58188494763 4824.25545285816)
Site-6885,POINT(5919.61501728818 4770.26128584607)
Site-6886,POINT(4621.83413364651 7217.29599817218)
Site-6887,POINT(5989.59486739369 4874.43536560371)
Site-6888,POINT(4253.60926042165 4825.15704234701)
Site-6889,POINT(3724.44924747615 4195.89252558792)
Site-6890,POINT(5134.95915107408 7037.73298121834)
Site-6891,POINT(5529.54925244234 4891.64361357546)
Site-6892,POINT(4008.15804225889 4914.19453479132)
Site-6893,POINT(5233.23354559358 6751.73323011241)
Site-6894,POINT(4384.80361190233 6940.90475696946)
Site-6895,POINT(4941.15105761002 5950.33032928133)
Site-6896,POINT(5222.84116076462 7003.71179295728)
Site-6897,POINT(3692.56860490292 4755.22866221974)
Site-6898,POINT(4986.62731137726 7024.84994912157)
Site-6899,POINT(5124.45027485276 4559.51649144492)
Site-6900,POINT(3771.10812819572 4794.22032655027)
Site-6901,POINT(4553.84675243807 5731.35633407393)
Site-6902,POINT(5329.08648008498 7003.71179295728)
Site-6903,POINT(4394.19196469538 6769.09827196869)
Site-6904,POINT(4920.24253157966 4396.53751375277)
Site-6905,POINT(4420.7536906815 4786.82551856797)
Site-6906,POINT(3926.55213334431 5136.1024561194)
Site-6907,POINT(5584.63304580078 7193.78038204305)
Site-6908,POINT(5302.52515025489 7015.86789494565)
Site-6909,POINT(4726.48244058014 7156.05022081594)
Site-6910,POINT(3526.0061098792 4266.62413318789)
Site-6911,POINT(4740.26959926531 5825.05108608551)
Site-6912,POINT(6132.18214935317 4366.63517445606)
Site-6913,POINT(5414.68448133773 4996.12331069201)
Site-6914,POINT(5333.31386760099 6756.52860571285)
Site-6915,POINT(4395.70524772217 5676.84126603017)
Site-6916,POINT(5009.04505300942 7032.96464934425)
Site-6917,POINT(3905.91705102761 5027.1582189642)
Site-6918,POINT(3681.81603553909 4263.97479642967)
Site-6919,POINT(4404.39253574679 4746.75379297117)
Site-6920,POINT(4324.98345972009 7430.47543166628)
Site-6921,POINT(4550.7646751727 5587.51861305337)
Site-6922,POINT(5724.91883551547 4679.94773443351)
Site-6923,POINT(4103.5312839537 4965.13393144428)
Site-6924,POINT(5251.78652075986 6347.69203238156)
Site-6925,POINT(4453.51629965109 7327.01954533692)
Site-6926,POINT(4576.98230193788 4400.66801253112)
Site-6927,POINT(4822.71170039331 4387.65329502145)
Site-6928,POINT(5389.4775599705 5061.89771732961)
Site-6929,POINT(5171.36964960454 6324.79578539298)
Site-6930,POINT(5907.94092771308 5044.17108928705)
Site-6931,POINT(5808.90049663855 4547.61431090779)
Site-6932,POINT(5620.88320752571 6538.2193124628)
Site-6933,POINT(5222.8441681503 5033.26613084189)
Site-6934,POINT(4418.51345325808 7327.01954533692)
Site-6935,POINT(5250.23986613721 6495.16325013281)
Site-6936,POINT(5483.48477159131 4929.77738828477)
Site-6937,POINT(5361.70697376569 4534.00491514383)
Site-6938,POINT(4338.93081498163 4637.02274856544)
Site-6939,POINT(3880.97433841997 5041.40004293162)
Site-6940,POINT(5483.48477159131 4891.64361357546)
Site-6941,POINT(4115.21292573699 4462.84786727394)
Site-6942,POINT(5255.72740203096 6615.56981927686)
Site-6943,POINT(5587.911616434 6974.42409172071)
Site-6944,POINT(4187.23802158421 5447.47187787744)
Site-6945,POINT(4817.81435881259 4551.26508192856)
Site-6946,POINT(5561.74940680082 5035.99297542627)
Site-6947,POINT(5488.67833236394 5035.99297542627)
Site-6948,POINT(4702.57920216038 7047.97303063047)
Site-6949,POINT(5723.49903477442 5189.41756779688)
Site-6950,POINT(3545.38730029105 4280.15339281478)
Site-6951,POINT(5355.64780991507 7015.86789494565)
Site-6952,POINT(4101.51718275506 5123.2322531071)
Site-6953,POINT(5543.4816381916 5046.22477071596)
Site-6954,POINT(4896.43579063769 5844.53793060953)
Site-6955,POINT(3898.32774867231 5118.5486256825)
Site-6956,POINT(4343.89903390728 7421.97611110107)
Site-6957,POINT(5156.11295738219 6247.01895676662)
Site-6958,POINT(5729.53731935073 6530.25201079494)
Site-6959,POINT(3727.46010811297 4252.28616185725)
Site-6960,POINT(5035.5348068243 6413.57316507306)
Site-6961,POINT(4526.35711810767 7230.760068375)
Site-6962,POINT(4325.75339661063 6781.36654863554)
Site-6963,POINT(5380.74960057661 4556.43236863662)
Site-6964,POINT(4843.27284144506 5769.44264818503)
Site-6965,POINT(4638.0595681791 7043.86097752472)
Site-6966,POINT(4272.78398190572 7358.50528313464)
Site-6967,POINT(5443.76345914697 6893.40632279774)
Site-6968,POINT(5914.37567955278 4479.19434672783)
Site-6969,POINT(5743.8600421039 5181.31050276801)
Site-6970,POINT(5118.87077674191 6906.86108765572)
Site-6971,POINT(3620.42123968564 4194.79743210775)
Site-6972,POINT(4365.61492493996 6963.91772064751)
Site-6973,POINT(4716.24536578125 6643.84828469864)
Site-6974,POINT(5249.40249059471 7015.86789494565)
Site-6975,POINT(4436.01487645458 7342.51888600081)
Site-6976,POINT(5070.28306129959 6413.57316507306)
Site-6977,POINT(4371.37910866713 6769.09827196869)
Site-6978,POINT(4760.56470768663 5834.20723540066)
Site-6979,POINT(5808.90049663855 4602.11157701813)
Site-6980,POINT(4702.74481857171 4297.02924081025)
Site-6981,POINT(4986.62731137726 7024.84994912157)
Site-6982,POINT(5566.50153353892 5112.93239343437)
Site-6983,POINT(5105.03131577489 6540.16692219789)
Site-6984,POINT(4775.60336561789 6130.83582032562)
Site-6985,POINT(5197.00089202056 5050.25547184888)
Site-6986,POINT(4114.95177274946 4506.59363138334)
Site-6987,POINT(5354.36805370629 6748.55366602819)
Site-6988,POINT(5591.03335390297 7138.76865130986)
Site-6989,POINT(3749.22289384723 4203.75825786414)
Site-6990,POINT(4832.22228273111 4534.64841023462)
Site-6991,POINT(4439.61392528123 7205.13465881562)
Site-6992,POINT(5902.68811449314 4696.96207431938)
Site-6993,POINT(5410.99574162464 7057.76331396138)
Site-6994,POINT(5636.93025989457 7193.78038204305)
Site-6995,POINT(3915.91614836128 4522.60404080358)
Site-6996,POINT(5348.26358085216 6326.97024848913)
Site-6997,POINT(4280.12768455413 6793.6348253024)
Site-6998,POINT(4024.04617502199 5432.45345884699)
Site-6999,POINT(3533.07441944352 4547.33410417846)
Site-7000,POINT(3636.17196296522 4275.66343100209)
Site-7001,POINT(4376.17806296085 7153.35784497218)
Site-7002,POINT(5989.59486739369 4914.32505565898)
Site-7003,POINT(4233.34709105756 4607.5702849889)
Site-7004,POINT(4367.47282156114 7109.52473096004)
Site-7005,POINT(3993.80449941032 4526.84065765431)
Site-7006,POINT(4262.25972356211 6837.70205636952)
Site-7007,POINT(3926.55213334431 5100.9947952456)
Site-7008,POINT(6011.20801069878 5056.21076786613)
Site-7009,POINT(4937.26622565304 6368.93270179114)
Site-7010,POINT(5255.50338563197 6156.28548315833)
Site-7011,POINT(6111.16733461708 5060.00229188896)
Site-7012,POINT(5340.65139094275 6348.69789014058)
Site-7013,POINT(4828.21384612227 5753.9779059609)
Site-7014,POINT(4819.6811945561 4638.36096962689)
Site-7015,POINT(3035.40946920494 5354.9571700146)
Site-7016,POINT(5838.13481856388 4602.11157701813)
Site-7017,POINT(5587.49871178161 4964.65675624579)
Site-7018,POINT(5387.80694166136 4705.06824511695)
Site-7019,POINT(5666.1714412077 4698.77551511559)
Site-7020,POINT(4846.55760216321 6368.93270179114)
Site-7021,POINT(4561.71686000536 5621.45811309672)
Site-7022,POINT(5823.51765760122 4574.86294396296)
Site-7023,POINT(4208.00510116543 4965.13393144428)
Site-7024,POINT(4781.38421784235 6835.41172040329)
Site-7025,POINT(4803.40643489408 4534.64841023462)
Site-7026,POINT(5139.45411965742 4848.1601449591)
Site-7027,POINT(4438.56063701688 6976.11489495706)
Site-7028,POINT(4927.82203823433 6160.64392886198)
Site-7029,POINT(4948.70263157371 5972.50731288611)
Site-7030,POINT(3930.79369127215 5417.43503981654)
Site-7031,POINT(5578.2005703432 6909.54989256306)
Site-7032,POINT(5085.18543434936 6342.44115964402)
Site-7033,POINT(3685.95010390127 4616.15989919588)
Site-7034,POINT(6038.54771424696 4914.32505565898)
Site-7035,POINT(4324.98345972009 7430.47543166628)
Site-7036,POINT(4904.82110504284 6436.96143065748)
Site-7037,POINT(5184.0685457241 6412.99247024587)
Site-7038,POINT(3820.55113453483 4794.22032655027)
Site-7039,POINT(4638.41935969111 4946.4642288107)
Site-7040,POINT(3532.08961175441 4194.79743210775)
Site-7041,POINT(6090.82617351242 4447.97028720137)
Site-7042,POINT(4833.48498075497 5834.37721175319)
Site-7043,POINT(4201.48124662477 4740.96591415981)
Site-7044,POINT(3724.44924747615 4195.89252558792)
Site-7045,POINT(4302.94054058238 6769.09827196869)
Site-7046,POINT(5652.9431752712 6579.80959152489)
Site-7047,POINT(4827.68732388216 4310.16922541805)
Site-7048,POINT(4883.16178838662 6551.86452504408)
Site-7049,POINT(5265.29718156448 6589.67406035031)
Site-7050,POINT(5591.03335390297 7094.8358734047)
Site-7051,POINT(5111.07947657145 7029.14523250727)
